Frame,Speed,Altitude,Time,,,,
3571,1068,39,116.74,,,,
3572,1068,39.1,116.77,,,,
3573,1069,39.1,116.8,,,,
3574,1070,39.1,116.84,,,,
3575,1070,39.2,116.87,,,,
3576,1071,39.2,116.9,,,,
3577,1072,39.3,116.94,,,,
3578,1073,39.3,116.97,,,,
3579,1073,39.4,117,,,,
3580,1074,39.4,117.04,,,,
3581,1075,39.4,117.07,,,,
3582,1075,39.4,117.1,,,,
3583,1076,39.5,117.14,,,,
3584,1077,39.5,117.17,,,,
3585,1077,39.5,117.2,,,,
3586,1078,39.6,117.24,,,,
3587,1078,39.6,117.27,,,,
3588,1079,39.6,117.3,,,,
3589,1079,39.6,117.34,,,,
3590,1080,39.6,117.37,,,,
3591,1080,39.7,117.41,,,,
3592,1080,39.7,117.44,,,,
3593,1081,39.7,117.47,,,,
3594,1081,39.7,117.51,,,,
3595,1082,39.7,117.54,,,,
3596,1083,39.7,117.57,,,,
3597,1083,39.8,117.61,,,,
3598,1084,39.8,117.64,,,,
3599,1085,39.8,117.67,,,,
3600,1086,39.9,117.71,,,,
3601,1086,39.9,117.74,,,,
3602,1087,40,117.77,,,,
3603,1088,40,117.81,,,,
3604,1089,40.1,117.84,,,,
3605,1090,40.2,117.87,,,,
3606,1090,40.2,117.91,,,,
3607,1091,40.2,117.94,,,,
3608,1092,40.3,117.97,,,,
3609,1093,40.3,118.01,,,,
3610,1093,40.3,118.04,,,,
3611,1094,40.4,118.07,,,,
3612,1095,40.4,118.11,,,,
3613,1096,40.4,118.14,,,,
3614,1096,40.5,118.17,,,,
3615,1097,40.5,118.21,,,,
3616,1098,40.5,118.24,,,,
3617,1098,40.6,118.27,,,,
3618,1099,40.6,118.31,,,,
3619,1100,40.6,118.34,,,,
3620,1101,40.6,118.37,,,,
3621,1101,40.6,118.41,,,,
3622,1102,40.7,118.44,,,,
3623,1103,40.7,118.47,,,,
3624,1104,40.7,118.51,,,,
3625,1104,40.7,118.54,,,,
3626,1105,40.7,118.57,,,,
3627,1106,40.7,118.61,,,,
3628,1106,40.8,118.64,,,,
3629,1107,40.8,118.67,,,,
3630,1108,40.8,118.71,,,,
3631,1108,40.8,118.74,,,,
3632,1109,40.8,118.77,,,,
3633,1110,40.9,118.81,,,,
3634,1111,40.9,118.84,,,,
3635,1111,41,118.87,,,,
3636,1112,41,118.91,,,,
3637,1113,41.1,118.94,,,,
3638,1113,41.1,118.97,,,,
3639,1114,41.2,119.01,,,,
3640,1115,41.2,119.04,,,,
3641,1115,41.2,119.07,,,,
3642,1116,41.3,119.11,,,,
3643,1117,41.3,119.14,,,,
3644,1118,41.4,119.17,,,,
3645,1119,41.4,119.21,,,,
3646,1119,41.4,119.24,,,,
3647,1120,41.5,119.27,,,,
3648,1121,41.5,119.31,,,,
3649,1121,41.5,119.34,,,,
3650,1122,41.5,119.37,,,,
3651,1123,41.6,119.41,,,,
3652,1124,41.6,119.44,,,,
3653,1124,41.6,119.47,,,,
3654,1125,41.6,119.51,,,,
3655,1126,41.7,119.54,,,,
3656,1127,41.7,119.57,,,,
3657,1128,41.7,119.61,,,,
3658,1128,41.7,119.64,,,,
3659,1129,41.7,119.67,,,,
3660,1130,41.7,119.71,,,,
3661,1130,41.7,119.74,,,,
3662,1131,41.8,119.77,,,,
3663,1132,41.8,119.81,,,,
3664,1132,41.8,119.84,,,,
3665,1133,41.8,119.87,,,,
3666,1134,41.9,119.91,,,,
3667,1135,41.9,119.94,,,,
3668,1135,42,119.97,,,,
3669,1136,42,120.01,,,,
3670,1137,42.1,120.04,,,,
3671,1138,42.1,120.07,,,,
3672,1139,42.2,120.11,,,,
3673,1139,42.2,120.14,,,,
3674,1140,42.2,120.17,,,,
3675,1141,42.3,120.21,,,,
3676,1142,42.3,120.24,,,,
3677,1142,42.4,120.27,,,,
3678,1143,42.4,120.31,,,,
3679,1144,42.4,120.34,,,,
3680,1144,42.5,120.37,,,,
3681,1145,42.5,120.41,,,,
3682,1146,42.5,120.44,,,,
3683,1147,42.5,120.47,,,,
3684,1147,42.6,120.51,,,,
3685,1148,42.6,120.54,,,,
3686,1149,42.6,120.57,,,,
3687,1150,42.6,120.61,,,,
3688,1151,42.7,120.64,,,,
3689,1151,42.7,120.67,,,,
3690,1152,42.7,120.71,,,,
3691,1153,42.7,120.74,,,,
3692,1153,42.7,120.77,,,,
3693,1154,42.7,120.81,,,,
3694,1155,42.8,120.84,,,,
3695,1156,42.8,120.87,,,,
3696,1156,42.9,120.91,,,,
3697,1157,43,120.94,,,,
3698,1158,43,120.97,,,,
3699,1159,43.1,121.01,,,,
3700,1160,43.1,121.04,,,,
3701,1160,43.2,121.07,,,,
3702,1161,43.2,121.11,,,,
3703,1162,43.3,121.14,,,,
3704,1163,43.3,121.18,,,,
3705,1163,43.3,121.21,,,,
3706,1164,43.4,121.24,,,,
3707,1165,43.4,121.28,,,,
3708,1165,43.4,121.31,,,,
3709,1166,43.5,121.34,,,,
3710,1167,43.5,121.38,,,,
3711,1168,43.5,121.41,,,,
3712,1169,43.5,121.44,,,,
3713,1169,43.6,121.48,,,,
3714,1170,43.6,121.51,,,,
3715,1171,43.6,121.54,,,,
3716,1171,43.6,121.58,,,,
3717,1172,43.6,121.61,,,,
3718,1173,43.7,121.64,,,,
3719,1174,43.7,121.68,,,,
3720,1174,43.7,121.71,,,,
3721,1175,43.7,121.74,,,,
3722,1176,43.7,121.78,,,,
3723,1177,43.7,121.81,,,,
3724,1177,43.8,121.84,,,,
3725,1178,43.9,121.88,,,,
3726,1179,43.9,121.91,,,,
3727,1180,44,121.94,,,,
3728,1180,44,121.98,,,,
3729,1181,44.1,122.01,,,,
3730,1182,44.1,122.04,,,,
3731,1183,44.2,122.08,,,,
3732,1183,44.2,122.11,,,,
3733,1184,44.3,122.14,,,,
3734,1185,44.3,122.18,,,,
3735,1186,44.3,122.21,,,,
3736,1187,44.4,122.24,,,,
3737,1187,44.4,122.28,,,,
3738,1188,44.4,122.31,,,,
3739,1189,44.5,122.34,,,,
3740,1189,44.5,122.38,,,,
3741,1190,44.5,122.41,,,,
3742,1191,44.6,122.44,,,,
3743,1192,44.6,122.48,,,,
3744,1192,44.6,122.51,,,,
3745,1193,44.6,122.54,,,,
3746,1194,44.6,122.58,,,,
3747,1194,44.7,122.61,,,,
3748,1195,44.7,122.64,,,,
3749,1196,44.7,122.68,,,,
3750,1197,44.7,122.71,,,,
3751,1197,44.7,122.74,,,,
3752,1198,44.7,122.78,,,,
3753,1199,44.8,122.81,,,,
3754,1199,44.8,122.84,,,,
3755,1200,44.8,122.88,,,,
3756,1201,44.9,122.91,,,,
3757,1202,44.9,122.94,,,,
3758,1203,45,122.98,,,,
3759,1203,45,123.01,,,,
3760,1204,45.1,123.04,,,,
3761,1205,45.2,123.08,,,,
3762,1206,45.2,123.11,,,,
3763,1206,45.2,123.14,,,,
3764,1207,45.3,123.18,,,,
3765,1208,45.3,123.21,,,,
3766,1208,45.3,123.24,,,,
3767,1209,45.4,123.28,,,,
3768,1210,45.4,123.31,,,,
3769,1211,45.4,123.34,,,,
3770,1212,45.5,123.38,,,,
3771,1212,45.5,123.41,,,,
3772,1213,45.5,123.44,,,,
3773,1214,45.6,123.48,,,,
3774,1214,45.6,123.51,,,,
3775,1215,45.6,123.54,,,,
3776,1216,45.6,123.58,,,,
3777,1217,45.6,123.61,,,,
3778,1217,45.7,123.64,,,,
3779,1218,45.7,123.68,,,,
3780,1219,45.7,123.71,,,,
3781,1220,45.7,123.74,,,,
3782,1221,45.7,123.78,,,,
3783,1221,45.7,123.81,,,,
3784,1222,45.8,123.84,,,,
3785,1223,45.8,123.88,,,,
3786,1224,45.9,123.91,,,,
3787,1224,45.9,123.94,,,,
3788,1225,46,123.98,,,,
3789,1226,46,124.01,,,,
3790,1227,46.1,124.04,,,,
3791,1228,46.1,124.08,,,,
3792,1228,46.2,124.11,,,,
3793,1229,46.2,124.14,,,,
3794,1230,46.3,124.18,,,,
3795,1231,46.3,124.21,,,,
3796,1231,46.3,124.24,,,,
3797,1232,46.4,124.28,,,,
3798,1233,46.4,124.31,,,,
3799,1233,46.4,124.34,,,,
3800,1234,46.5,124.38,,,,
3801,1235,46.5,124.41,,,,
3802,1236,46.5,124.44,,,,
3803,1236,46.5,124.48,,,,
3804,1237,46.6,124.51,,,,
3805,1238,46.6,124.54,,,,
3806,1238,46.6,124.58,,,,
3807,1239,46.6,124.61,,,,
3808,1240,46.7,124.64,,,,
3809,1241,46.7,124.68,,,,
3810,1242,46.7,124.71,,,,
3811,1242,46.7,124.74,,,,
3812,1243,46.7,124.78,,,,
3813,1244,46.8,124.81,,,,
3814,1245,46.8,124.85,,,,
3815,1245,46.9,124.88,,,,
3816,1246,47,124.91,,,,
3817,1247,47,124.95,,,,
3818,1248,47.1,124.98,,,,
3819,1249,47.1,125.01,,,,
3820,1249,47.2,125.05,,,,
3821,1250,47.2,125.08,,,,
3822,1251,47.3,125.11,,,,
3823,1252,47.3,125.15,,,,
3824,1252,47.3,125.18,,,,
3825,1253,47.4,125.21,,,,
3826,1254,47.4,125.25,,,,
3827,1255,47.4,125.28,,,,
3828,1256,47.5,125.31,,,,
3829,1256,47.5,125.35,,,,
3830,1257,47.5,125.38,,,,
3831,1258,47.5,125.41,,,,
3832,1259,47.6,125.45,,,,
3833,1260,47.6,125.48,,,,
3834,1261,47.6,125.51,,,,
3835,1261,47.6,125.55,,,,
3836,1262,47.6,125.58,,,,
3837,1263,47.7,125.61,,,,
3838,1264,47.7,125.65,,,,
3839,1265,47.7,125.68,,,,
3840,1266,47.7,125.71,,,,
3841,1266,47.7,125.75,,,,
3842,1267,47.7,125.78,,,,
3843,1268,47.8,125.81,,,,
3844,1269,47.9,125.85,,,,
3845,1269,47.9,125.88,,,,
3846,1270,48,125.91,,,,
3847,1271,48,125.95,,,,
3848,1272,48.1,125.98,,,,
3849,1272,48.1,126.01,,,,
3850,1274,48.2,126.05,,,,
3851,1274,48.2,126.08,,,,
3852,1275,48.3,126.11,,,,
3853,1276,48.3,126.15,,,,
3854,1277,48.3,126.18,,,,
3855,1277,48.4,126.21,,,,
3856,1278,48.4,126.25,,,,
3857,1279,48.4,126.28,,,,
3858,1280,48.5,126.31,,,,
3859,1281,48.5,126.35,,,,
3860,1281,48.5,126.38,,,,
3861,1282,48.5,126.41,,,,
3862,1283,48.6,126.45,,,,
3863,1284,48.6,126.48,,,,
3864,1285,48.6,126.51,,,,
3865,1286,48.6,126.55,,,,
3866,1286,48.7,126.58,,,,
3867,1287,48.7,126.61,,,,
3868,1288,48.7,126.65,,,,
3869,1289,48.8,126.68,,,,
3870,1289,48.8,126.71,,,,
3871,1291,48.9,126.75,,,,
3872,1291,49,126.78,,,,
3873,1292,49,126.81,,,,
3874,1293,49.1,126.85,,,,
3875,1294,49.1,126.88,,,,
3876,1294,49.2,126.91,,,,
3877,1295,49.2,126.95,,,,
3878,1296,49.3,126.98,,,,
3879,1297,49.3,127.01,,,,
3880,1298,49.3,127.05,,,,
3881,1298,49.4,127.08,,,,
3882,1299,49.4,127.11,,,,
3883,1300,49.4,127.15,,,,
3884,1301,49.5,127.18,,,,
3885,1302,49.5,127.21,,,,
3886,1303,49.5,127.25,,,,
3887,1303,49.5,127.28,,,,
3888,1304,49.6,127.31,,,,
3889,1305,49.6,127.35,,,,
3890,1306,49.6,127.38,,,,
3891,1306,49.6,127.41,,,,
3892,1307,49.7,127.45,,,,
3893,1308,49.7,127.48,,,,
3894,1309,49.7,127.51,,,,
3895,1310,49.8,127.55,,,,
3896,1311,49.8,127.58,,,,
3897,1311,49.9,127.61,,,,
3898,1312,49.9,127.65,,,,
3899,1313,50,127.68,,,,
3900,1314,50,127.71,,,,
3901,1315,50.1,127.75,,,,
3902,1315,50.1,127.78,,,,
3903,1316,50.2,127.81,,,,
3904,1317,50.2,127.85,,,,
3905,1318,50.3,127.88,,,,
3906,1318,50.3,127.91,,,,
3907,1319,50.3,127.95,,,,
3908,1320,50.4,127.98,,,,
3909,1321,50.4,128.01,,,,
3910,1321,50.4,128.05,,,,
3911,1323,50.5,128.08,,,,
3912,1323,50.5,128.11,,,,
3913,1324,50.5,128.15,,,,
3914,1325,50.6,128.18,,,,
3915,1326,50.6,128.21,,,,
3916,1326,50.6,128.25,,,,
3917,1327,50.6,128.28,,,,
3918,1328,50.6,128.31,,,,
3919,1329,50.7,128.35,,,,
3920,1330,50.7,128.38,,,,
3921,1330,50.7,128.41,,,,
3922,1331,50.7,128.45,,,,
3923,1332,50.8,128.48,,,,
3924,1333,50.8,128.51,,,,
3925,1333,50.9,128.55,,,,
3926,1335,51,128.58,,,,
3927,1335,51,128.62,,,,
3928,1336,51,128.65,,,,
3929,1337,51.1,128.68,,,,
3930,1338,51.2,128.72,,,,
3931,1338,51.2,128.75,,,,
3932,1339,51.2,128.78,,,,
3933,1340,51.3,128.82,,,,
3934,1341,51.3,128.85,,,,
3935,1342,51.4,128.88,,,,
3936,1342,51.4,128.92,,,,
3937,1343,51.4,128.95,,,,
3938,1344,51.4,128.98,,,,
3939,1345,51.5,129.02,,,,
3940,1345,51.5,129.05,,,,
3941,1346,51.5,129.08,,,,
3942,1347,51.6,129.12,,,,
3943,1348,51.6,129.15,,,,
3944,1349,51.6,129.18,,,,
3945,1350,51.6,129.22,,,,
3946,1350,51.6,129.25,,,,
3947,1351,51.7,129.28,,,,
3948,1352,51.7,129.32,,,,
3949,1353,51.7,129.35,,,,
3950,1353,51.7,129.38,,,,
3951,1354,51.8,129.42,,,,
3952,1355,51.8,129.45,,,,
3953,1356,51.9,129.48,,,,
3954,1357,52,129.52,,,,
3955,1358,52,129.55,,,,
3956,1358,52.1,129.58,,,,
3957,1359,52.1,129.62,,,,
3958,1360,52.2,129.65,,,,
3959,1361,52.2,129.68,,,,
3960,1362,52.3,129.72,,,,
3961,1363,52.3,129.75,,,,
3962,1363,52.3,129.78,,,,
3963,1364,52.4,129.82,,,,
3964,1365,52.4,129.85,,,,
3965,1366,52.4,129.88,,,,
3966,1367,52.5,129.92,,,,
3967,1368,52.5,129.95,,,,
3968,1368,52.5,129.98,,,,
3969,1369,52.5,130.02,,,,
3970,1370,52.6,130.05,,,,
3971,1371,52.6,130.08,,,,
3972,1372,52.6,130.12,,,,
3973,1373,52.6,130.15,,,,
3974,1374,52.6,130.18,,,,
3975,1375,52.7,130.22,,,,
3976,1376,52.7,130.25,,,,
3977,1376,52.7,130.28,,,,
3978,1377,52.8,130.32,,,,
3979,1378,52.8,130.35,,,,
3980,1379,52.9,130.38,,,,
3981,1380,53,130.42,,,,
3982,1381,53,130.45,,,,
3983,1381,53,130.48,,,,
3984,1383,53.1,130.52,,,,
3985,1383,53.1,130.55,,,,
3986,1384,53.2,130.58,,,,
3987,1385,53.2,130.62,,,,
3988,1386,53.3,130.65,,,,
3989,1387,53.3,130.68,,,,
3990,1388,53.4,130.72,,,,
3991,1389,53.4,130.75,,,,
3992,1389,53.4,130.78,,,,
3993,1390,53.4,130.82,,,,
3994,1391,53.5,130.85,,,,
3995,1392,53.5,130.88,,,,
3996,1393,53.5,130.92,,,,
3997,1394,53.6,130.95,,,,
3998,1394,53.6,130.98,,,,
3999,1395,53.6,131.02,,,,
4000,1396,53.6,131.05,,,,
4001,1397,53.6,131.08,,,,
4002,1398,53.7,131.12,,,,
4003,1399,53.7,131.15,,,,
4004,1400,53.8,131.18,,,,
4005,1400,53.8,131.22,,,,
4006,1402,53.9,131.25,,,,
4007,1402,54,131.28,,,,
4008,1403,54,131.32,,,,
4009,1404,54.1,131.35,,,,
4010,1405,54.1,131.38,,,,
4011,1406,54.2,131.42,,,,
4012,1407,54.2,131.45,,,,
4013,1407,54.3,131.48,,,,
4014,1408,54.3,131.52,,,,
4015,1409,54.3,131.55,,,,
4016,1410,54.4,131.58,,,,
4017,1411,54.4,131.62,,,,
4018,1412,54.4,131.65,,,,
4019,1413,54.5,131.68,,,,
4020,1413,54.5,131.72,,,,
4021,1414,54.5,131.75,,,,
4022,1415,54.5,131.78,,,,
4023,1416,54.6,131.82,,,,
4024,1417,54.6,131.85,,,,
4025,1418,54.6,131.88,,,,
4026,1418,54.6,131.92,,,,
4027,1420,54.7,131.95,,,,
4028,1420,54.8,131.98,,,,
4029,1421,54.8,132.02,,,,
4030,1422,54.9,132.05,,,,
4031,1423,54.9,132.08,,,,
4032,1424,55,132.12,,,,
4033,1425,55.1,132.15,,,,
4034,1426,55.1,132.18,,,,
4035,1426,55.1,132.22,,,,
4036,1427,55.2,132.25,,,,
4037,1428,55.2,132.28,,,,
4038,1429,55.3,132.32,,,,
4039,1430,55.3,132.35,,,,
4040,1431,55.4,132.39,,,,
4041,1431,55.4,132.42,,,,
4042,1433,55.4,132.45,,,,
4043,1433,55.5,132.49,,,,
4044,1434,55.5,132.52,,,,
4045,1435,55.5,132.55,,,,
4046,1436,55.5,132.59,,,,
4047,1437,55.6,132.62,,,,
4048,1438,55.6,132.65,,,,
4049,1438,55.6,132.69,,,,
4050,1439,55.6,132.72,,,,
4051,1440,55.6,132.75,,,,
4052,1441,55.7,132.79,,,,
4053,1441,55.7,132.82,,,,
4054,1442,55.7,132.85,,,,
4055,1443,55.7,132.89,,,,
4056,1443,55.7,132.92,,,,
4057,1444,55.7,132.95,,,,
4058,1444,55.8,132.99,,,,
4059,1445,55.8,133.02,,,,
4060,1445,55.8,133.05,,,,
4061,1446,55.8,133.09,,,,
4062,1447,55.9,133.12,,,,
4063,1448,55.9,133.15,,,,
4064,1449,56,133.19,,,,
4065,1450,56.1,133.22,,,,
4066,1451,56.1,133.25,,,,
4067,1452,56.2,133.29,,,,
4068,1453,56.2,133.32,,,,
4069,1454,56.2,133.35,,,,
4070,1455,56.3,133.39,,,,
4071,1456,56.3,133.42,,,,
4072,1456,56.3,133.45,,,,
4073,1458,56.4,133.49,,,,
4074,1458,56.4,133.52,,,,
4075,1459,56.4,133.55,,,,
4076,1460,56.5,133.59,,,,
4077,1461,56.5,133.62,,,,
4078,1462,56.5,133.65,,,,
4079,1463,56.6,133.69,,,,
4080,1464,56.7,133.72,,,,
4081,1465,56.7,133.75,,,,
4082,1466,56.8,133.79,,,,
4083,1467,56.9,133.82,,,,
4084,1468,56.9,133.85,,,,
4085,1469,57,133.89,,,,
4086,1470,57,133.92,,,,
4087,1470,57.1,133.95,,,,
4088,1472,57.1,133.99,,,,
4089,1472,57.2,134.02,,,,
4090,1473,57.2,134.05,,,,
4091,1474,57.3,134.09,,,,
4092,1475,57.3,134.12,,,,
4093,1476,57.3,134.15,,,,
4094,1477,57.4,134.19,,,,
4095,1478,57.4,134.22,,,,
4096,1479,57.4,134.25,,,,
4097,1480,57.5,134.29,,,,
4098,1480,57.5,134.32,,,,
4099,1481,57.5,134.35,,,,
4100,1482,57.6,134.39,,,,
4101,1482,57.6,134.42,,,,
4102,1483,57.6,134.45,,,,
4103,1484,57.6,134.49,,,,
4104,1484,57.6,134.52,,,,
4105,1484,57.7,134.55,,,,
4106,1485,57.7,134.59,,,,
4107,1486,57.8,134.62,,,,
4108,1487,57.8,134.65,,,,
4109,1488,57.9,134.69,,,,
4110,1489,58,134.72,,,,
4111,1490,58,134.75,,,,
4112,1491,58.1,134.79,,,,
4113,1492,58.1,134.82,,,,
4114,1493,58.2,134.85,,,,
4115,1494,58.2,134.89,,,,
4116,1495,58.3,134.92,,,,
4117,1496,58.3,134.95,,,,
4118,1497,58.3,134.99,,,,
4119,1498,58.4,135.02,,,,
4120,1499,58.4,135.05,,,,
4121,1500,58.4,135.09,,,,
4122,1501,58.5,135.12,,,,
4123,1502,58.5,135.15,,,,
4124,1503,58.5,135.19,,,,
4125,1504,58.5,135.22,,,,
4126,1505,58.6,135.25,,,,
4127,1505,58.6,135.29,,,,
4128,1507,58.7,135.32,,,,
4129,1508,58.7,135.35,,,,
4130,1508,58.8,135.39,,,,
4131,1509,58.9,135.42,,,,
4132,1510,58.9,135.45,,,,
4133,1511,59,135.49,,,,
4134,1512,59,135.52,,,,
4135,1513,59.1,135.55,,,,
4136,1514,59.1,135.59,,,,
4137,1516,59.2,135.62,,,,
4138,1516,59.2,135.65,,,,
4139,1517,59.3,135.69,,,,
4140,1519,59.3,135.72,,,,
4141,1519,59.3,135.75,,,,
4142,1520,59.4,135.79,,,,
4143,1521,59.4,135.82,,,,
4144,1522,59.4,135.85,,,,
4145,1523,59.5,135.89,,,,
4146,1524,59.5,135.92,,,,
4147,1525,59.5,135.95,,,,
4148,1526,59.5,135.99,,,,
4149,1527,59.6,136.02,,,,
4150,1528,59.7,136.06,,,,
4151,1529,59.7,136.09,,,,
4152,1530,59.8,136.12,,,,
4153,1531,59.9,136.16,,,,
4154,1532,59.9,136.19,,,,
4155,1533,60,136.22,,,,
4156,1534,60,136.26,,,,
4157,1535,60.1,136.29,,,,
4158,1536,60.1,136.32,,,,
4159,1537,60.2,136.36,,,,
4160,1538,60.2,136.39,,,,
4161,1539,60.3,136.42,,,,
4162,1540,60.3,136.46,,,,
4163,1540,60.3,136.49,,,,
4164,1542,60.4,136.52,,,,
4165,1543,60.4,136.56,,,,
4166,1543,60.4,136.59,,,,
4167,1545,60.5,136.62,,,,
4168,1545,60.5,136.66,,,,
4169,1546,60.5,136.69,,,,
4170,1547,60.5,136.72,,,,
4171,1548,60.6,136.76,,,,
4172,1549,60.6,136.79,,,,
4173,1550,60.6,136.82,,,,
4174,1551,60.7,136.86,,,,
4175,1552,60.7,136.89,,,,
4176,1552,60.8,136.92,,,,
4177,1554,60.9,136.96,,,,
4178,1554,60.9,136.99,,,,
4179,1555,61,137.02,,,,
4180,1556,61.1,137.06,,,,
4181,1557,61.1,137.09,,,,
4182,1558,61.1,137.12,,,,
4183,1559,61.2,137.16,,,,
4184,1560,61.2,137.19,,,,
4185,1561,61.3,137.22,,,,
4186,1562,61.3,137.26,,,,
4187,1563,61.3,137.29,,,,
4188,1563,61.4,137.32,,,,
4189,1565,61.4,137.36,,,,
4190,1566,61.4,137.39,,,,
4191,1566,61.5,137.42,,,,
4192,1568,61.5,137.46,,,,
4193,1568,61.5,137.49,,,,
4194,1569,61.6,137.52,,,,
4195,1570,61.6,137.56,,,,
4196,1571,61.6,137.59,,,,
4197,1572,61.6,137.62,,,,
4198,1573,61.7,137.66,,,,
4199,1574,61.7,137.69,,,,
4200,1575,61.8,137.72,,,,
4201,1576,61.9,137.76,,,,
4202,1577,61.9,137.79,,,,
4203,1577,62,137.82,,,,
4204,1578,62.1,137.86,,,,
4205,1579,62.1,137.89,,,,
4206,1580,62.1,137.92,,,,
4207,1581,62.2,137.96,,,,
4208,1581,62.2,137.99,,,,
4209,1582,62.3,138.02,,,,
4210,1582,62.3,138.06,,,,
4211,1583,62.3,138.09,,,,
4212,1583,62.4,138.12,,,,
4213,1584,62.4,138.16,,,,
4214,1585,62.4,138.19,,,,
4215,1586,62.5,138.22,,,,
4216,1587,62.5,138.26,,,,
4217,1588,62.5,138.29,,,,
4218,1589,62.6,138.32,,,,
4219,1591,62.6,138.36,,,,
4220,1591,62.6,138.39,,,,
4221,1592,62.6,138.42,,,,
4222,1593,62.6,138.46,,,,
4223,1594,62.7,138.49,,,,
4224,1594,62.7,138.52,,,,
4225,1595,62.7,138.56,,,,
4226,1596,62.7,138.59,,,,
4227,1597,62.7,138.62,,,,
4228,1597,62.7,138.66,,,,
4229,1598,62.8,138.69,,,,
4230,1599,62.9,138.72,,,,
4231,1600,62.9,138.76,,,,
4232,1602,63,138.79,,,,
4233,1602,63,138.82,,,,
4234,1603,63.1,138.86,,,,
4235,1605,63.1,138.89,,,,
4236,1606,63.2,138.92,,,,
4237,1607,63.2,138.96,,,,
4238,1608,63.3,138.99,,,,
4239,1609,63.3,139.02,,,,
4240,1610,63.3,139.06,,,,
4241,1611,63.4,139.09,,,,
4242,1612,63.4,139.12,,,,
4243,1613,63.4,139.16,,,,
4244,1614,63.5,139.19,,,,
4245,1615,63.6,139.22,,,,
4246,1616,63.6,139.26,,,,
4247,1617,63.7,139.29,,,,
4248,1618,63.8,139.32,,,,
4249,1619,63.9,139.36,,,,
4250,1620,63.9,139.39,,,,
4251,1621,64,139.42,,,,
4252,1622,64,139.46,,,,
4253,1623,64.1,139.49,,,,
4254,1624,64.1,139.52,,,,
4255,1625,64.2,139.56,,,,
4256,1626,64.2,139.59,,,,
4257,1627,64.3,139.62,,,,
4258,1627,64.3,139.66,,,,
4259,1629,64.3,139.69,,,,
4260,1630,64.4,139.72,,,,
4261,1630,64.4,139.76,,,,
4262,1632,64.4,139.79,,,,
4263,1632,64.5,139.83,,,,
4264,1633,64.5,139.86,,,,
4265,1634,64.5,139.89,,,,
4266,1635,64.5,139.93,,,,
4267,1636,64.6,139.96,,,,
4268,1637,64.6,139.99,,,,
4269,1638,64.7,140.03,,,,
4270,1639,64.8,140.06,,,,
4271,1640,64.8,140.09,,,,
4272,1641,64.9,140.13,,,,
4273,1642,64.9,140.16,,,,
4274,1643,65,140.19,,,,
4275,1644,65.1,140.23,,,,
4276,1645,65.1,140.26,,,,
4277,1646,65.2,140.29,,,,
4278,1646,65.2,140.33,,,,
4279,1647,65.2,140.36,,,,
4280,1649,65.3,140.39,,,,
4281,1649,65.3,140.43,,,,
4282,1650,65.4,140.46,,,,
4283,1651,65.4,140.49,,,,
4284,1652,65.4,140.53,,,,
4285,1653,65.5,140.56,,,,
4286,1654,65.5,140.59,,,,
4287,1655,65.5,140.63,,,,
4288,1655,65.5,140.66,,,,
4289,1656,65.6,140.69,,,,
4290,1657,65.6,140.73,,,,
4291,1658,65.7,140.76,,,,
4292,1659,65.8,140.79,,,,
4293,1660,65.8,140.83,,,,
4294,1661,65.9,140.86,,,,
4295,1662,65.9,140.89,,,,
4296,1663,66,140.93,,,,
4297,1664,66.1,140.96,,,,
4298,1664,66.1,140.99,,,,
4299,1666,66.2,141.03,,,,
4300,1666,66.2,141.06,,,,
4301,1667,66.2,141.09,,,,
4302,1668,66.3,141.13,,,,
4303,1669,66.3,141.16,,,,
4304,1670,66.3,141.19,,,,
4305,1671,66.4,141.23,,,,
4306,1671,66.4,141.26,,,,
4307,1672,66.4,141.29,,,,
4308,1673,66.5,141.33,,,,
4309,1674,66.5,141.36,,,,
4310,1674,66.5,141.39,,,,
4311,1675,66.6,141.43,,,,
4312,1676,66.7,141.46,,,,
4313,1676,66.7,141.49,,,,
4314,1677,66.8,141.53,,,,
4315,1678,66.9,141.56,,,,
4316,1678,66.9,141.59,,,,
4317,1679,67,141.63,,,,
4318,1680,67,141.66,,,,
4319,1680,67.1,141.69,,,,
4320,1681,67.1,141.73,,,,
4321,1681,67.2,141.76,,,,
4322,1681,67.2,141.79,,,,
4323,1682,67.3,141.83,,,,
4324,1682,67.3,141.86,,,,
4325,1683,67.3,141.89,,,,
4326,1683,67.4,141.93,,,,
4327,1683,67.4,141.96,,,,
4328,1684,67.4,141.99,,,,
4329,1684,67.5,142.03,,,,
4330,1684,67.5,142.06,,,,
4331,1684,67.5,142.09,,,,
4332,1684,67.6,142.13,,,,
4333,1685,67.7,142.16,,,,
4334,1685,67.7,142.19,,,,
4335,1685,67.8,142.23,,,,
4336,1685,67.9,142.26,,,,
4337,1685,67.9,142.29,,,,
4338,1685,68,142.33,,,,
4339,1685,68,142.36,,,,
4340,1685,68.1,142.39,,,,
4341,1685,68.1,142.43,,,,
4342,1685,68.2,142.46,,,,
4343,1685,68.2,142.49,,,,
4344,1685,68.3,142.53,,,,
4345,1685,68.3,142.56,,,,
4346,1685,68.3,142.59,,,,
4347,1685,68.4,142.63,,,,
4348,1685,68.4,142.66,,,,
4349,1685,68.4,142.69,,,,
4350,1685,68.5,142.73,,,,
4351,1685,68.5,142.76,,,,
4352,1685,68.5,142.79,,,,
