time [s], broadcast time [s], latitude [°], longitude [°], AMSL altitude [ft], GNSS altitude [ft], ground speed [kt], heading [°], vertical speed [ft/min], ECEF pos x [m], ECEF pos y [m], ECEF pos z [m], ECEF vel x [m], ECEF vel y [m], ECEF vel z [m], ENU pos x [m], ENU pos y [m], ENU pos z [m], ENU vel x [m], ENU vel y [m], ENU vel z [m], ENU ground speed est [m/s],  ENU vel_corr x [m], ENU vel_corr y [m], ENU vel_corr z [m], ECEF vel_corr x [m], ECEF vel_corr y [m], ECEF vel_corr z [m]
1719260446.787725, 1719260446.786894, 50.100775, 14.222693, 1164.698163, 1475.000000, 128.000000, 65.224859, -704.000000, 3973900.153727, 1007226.171328, 4870331.545614, -40.225442, 51.108588, 22.103141, -3660.571722, -1225.127717, 31.413951, 59.448637, 34.417738, 0.040836, 68.692949, 56.986823, 32.992473, 0.040836, -38.558624, 48.992409, 21.18913
1719260447.311792, 1719260447.308432, 50.100906, 14.223103, 1164.698163, 1475.000000, 128.000000, 65.224859, -704.000000, 3973882.095135, 1007251.874488, 4870340.901555, -34.625616, 49.283343, 17.939118, -3631.209592, -1210.561874, 31.433484, 56.299065, 27.928606, 0.037453, 62.845777, 58.988830, 29.262933, 0.037453, -36.281014, 51.637639, 18.79481
1719260447.827399, 1719260447.826464, 50.101044, 14.223536, 1164.698163, 1450.000000, 129.000000, 64.822465, -704.000000, 3973858.372879, 1007277.872185, 4870344.854466, -45.793005, 50.185473, 7.630626, -3600.165605, -1195.305115, 23.833924, 59.926740, 29.451365, -14.670049, 66.772727, 59.558805, 29.270542, -14.670049, -45.567826, 49.863106, 7.51466
1719260448.281941, 1719260448.279668, 50.101148, 14.223954, 1164.698163, 1450.000000, 129.000000, 64.822465, -704.000000, 3973842.422953, 1007304.686249, 4870352.272737, -35.193708, 59.165562, 16.368508, -3570.246772, -1183.760070, 23.852862, 66.016271, 25.474284, 0.041787, 70.760774, 61.913143, 23.890973, 0.041787, -33.004690, 55.488639, 15.35314
1719260448.747609, 1719260448.746665, 50.101287, 14.224326, 1164.698163, 1450.000000, 130.000000, 65.009694, -704.000000, 3973824.344690, 1007327.500065, 4870362.237555, -38.711741, 48.852178, 21.338080, -3543.679938, -1168.242519, 23.870511, 56.888672, 33.228382, 0.037792, 65.882064, 57.747965, 33.730290, 0.037792, -39.296829, 49.589990, 21.65995
1719260449.346976, 1719260449.342923, 50.101410, 14.224837, 1164.698163, 1450.000000, 130.000000, 65.009694, -704.000000, 3973805.205435, 1007360.426550, 4870370.984427, -32.098952, 55.221882, 14.669611, -3507.051035, -1154.630200, 23.893196, 61.431306, 22.829580, 0.038046, 65.536212, 62.688300, 23.296714, 0.038046, -32.756238, 56.351698, 14.96918
1719260449.924756, 1719260449.923899, 50.101547, 14.225343, 1164.698163, 1425.000000, 130.000000, 65.009694, -704.000000, 3973780.211641, 1007391.436086, 4870374.937181, -43.020336, 53.374877, 6.803641, -3470.836426, -1139.376166, 16.295710, 62.334062, 26.255866, -13.077103, 67.638049, 61.632876, 25.960518, -13.077103, -42.627831, 52.751213, 6.61423
1719260450.402439, 1719260450.401560, 50.101685, 14.225777, 1164.698163, 1425.000000, 130.000000, 65.009694, -640.000000, 3973761.226265, 1007418.633491, 4870384.735825, -39.746598, 56.938789, 20.513830, -3439.797676, -1124.119940, 16.315199, 64.980787, 31.939483, 0.040803, 72.406031, 60.018939, 29.500625, 0.040803, -36.709663, 52.591509, 18.94981
1719260450.887004, 1719260450.876550, 50.101799, 14.226181, 1164.698163, 1425.000000, 131.000000, 65.194334, -640.000000, 3973744.617206, 1007444.270305, 4870392.929021, -34.967131, 53.973306, 17.249174, -3410.857237, -1111.365090, 16.332947, 60.928444, 26.852846, 0.037364, 66.583411, 61.668030, 27.178802, 0.037364, -35.391865, 54.628394, 17.45820
1719260451.289828, 1719260451.288832, 50.101893, 14.226478, 1164.698163, 1400.000000, 131.000000, 65.194334, -640.000000, 3973726.956525, 1007461.709856, 4870393.726179, -42.836435, 42.300079, 1.933526, -3389.601714, -1101.020484, 8.726049, 51.555819, 25.091107, -18.450725, 57.337302, 60.596350, 29.490939, -18.450725, -48.337196, 50.229144, 4.75510
1719260451.718508, 1719260451.717463, 50.102005, 14.226861, 1164.698163, 1400.000000, 131.000000, 65.194334, -640.000000, 3973710.917570, 1007485.904825, 4870401.753252, -37.419064, 56.447137, 18.727253, -3362.199170, -1088.523330, 8.742670, 63.930444, 29.156001, 0.038777, 70.265028, 61.316100, 27.963708, 0.038777, -35.887880, 54.139063, 17.96264
1719260452.136648, 1719260452.135476, 50.102097, 14.227223, 1164.698163, 1400.000000, 131.000000, 65.194334, -576.000000, 3973696.989240, 1007509.048703, 4870408.285615, -33.320299, 55.366363, 15.627165, -3336.335657, -1078.355355, 8.757953, 61.872458, 24.324523, 0.036559, 66.482204, 62.718835, 24.657268, 0.036559, -33.776412, 56.123662, 15.84055
1719260453.009653, 1719260453.008700, 50.102325, 14.228018, 1164.698163, 1375.000000, 131.000000, 65.194334, -512.000000, 3973659.336661, 1007558.187362, 4870418.770472, -43.119026, 56.272668, 12.007061, -3279.430492, -1052.928854, 1.171655, 65.166726, 29.117951, -8.687685, 71.376167, 61.528837, 27.492461, -8.687685, -41.013350, 53.054600, 10.96464
1719260453.473960, 1719260453.472976, 50.102451, 14.228408, 1164.698163, 1375.000000, 131.000000, 65.194334, -448.000000, 3973642.068560, 1007582.646868, 4870427.738559, -37.193624, 52.683134, 19.316289, -3251.468524, -1038.964278, 1.188234, 60.227059, 30.078189, 0.035708, 67.320101, 60.291060, 30.110152, 0.035708, -37.233172, 52.739112, 19.33678
1719260453.962079, 1719260453.959728, 50.102554, 14.228740, 1164.698163, 1375.000000, 131.000000, 65.194334, -448.000000, 3973627.692200, 1007603.513788, 4870435.101229, -29.535285, 42.869714, 15.126122, -3227.701211, -1027.499913, 1.202140, 48.828379, 23.552782, 0.028569, 54.212029, 60.699158, 29.278752, 0.028569, -36.719992, 53.290769, 18.79813
1719260454.328874, 1719260454.327262, 50.102692, 14.229102, 1164.698163, 1400.000000, 131.000000, 65.194334, -448.000000, 3973614.713991, 1007626.897996, 4870450.745674, -35.311639, 63.624707, 42.566045, -3201.839047, -1012.240422, 8.837591, 70.366832, 41.518648, 20.774848, 81.702443, 58.041547, 34.246342, 20.774848, -26.865001, 53.055717, 37.90237
1719260454.758258, 1719260454.757068, 50.102777, 14.229522, 1164.698163, 1375.000000, 131.000000, 65.194334, -384.000000, 3973595.529963, 1007653.034103, 4870450.989044, -44.634133, 60.809045, 0.566231, -3171.779853, -1002.763414, 1.234077, 69.936617, 22.049488, -17.690564, 73.330146, 64.272930, 20.263851, -17.690564, -41.909896, 55.658016, -0.57888
1719260455.186401, 1719260455.175926, 50.102870, 14.229819, 1164.698163, 1375.000000, 131.000000, 65.194334, -384.000000, 3973582.605979, 1007671.673575, 4870457.632011, -30.855300, 44.500716, 15.859719, -3150.529316, -992.419197, 1.246206, 50.734489, 24.696250, 0.028959, 56.425997, 60.594063, 29.495638, 0.028959, -36.855116, 53.147950, 18.93752
1719260455.747706, 1719260455.746849, 50.103056, 14.230338, 1164.698163, 1375.000000, 132.000000, 65.376435, -320.000000, 3973558.063298, 1007703.804083, 4870470.917907, -42.987702, 56.278148, 23.270893, -3113.339565, -971.727416, 1.267619, 65.139658, 36.242661, 0.037506, 74.543313, 59.339713, 33.015665, 0.037506, -39.158061, 51.267748, 21.20144
1719260456.326443, 1719260456.325380, 50.103195, 14.230837, 1164.698163, 1375.000000, 132.000000, 65.376435, -320.000000, 3973537.813397, 1007735.436909, 4870480.826937, -35.002258, 54.677816, 17.127908, -3077.690546, -956.299191, 1.287219, 61.619866, 26.667919, 0.033879, 67.143025, 62.320152, 26.970990, 0.033879, -35.400285, 55.299148, 17.32226
1719260456.911769, 1719260456.906905, 50.103333, 14.231343, 1164.698163, 1350.000000, 132.000000, 64.983107, -320.000000, 3973512.816637, 1007766.442377, 4870484.779142, -42.984870, 53.317551, 6.796280, -3041.479148, -941.042534, -6.313176, 62.269761, 26.235617, -13.069773, 67.570931, 62.578616, 26.365745, -13.069773, -43.157784, 53.592253, 6.87973
1719260457.360702, 1719260457.359626, 50.103475, 14.231749, 1164.698163, 1350.000000, 132.000000, 64.983107, -320.000000, 3973493.860230, 1007791.625913, 4870494.964890, -41.872194, 55.627098, 22.498970, -3012.399239, -925.178615, -6.297080, 64.233671, 35.041298, 0.035552, 73.170056, 59.612594, 32.520369, 0.035552, -38.858249, 51.625596, 20.88231
1719260457.873041, 1719260457.871879, 50.103568, 14.232194, 1164.698163, 1350.000000, 131.000000, 64.798876, -256.000000, 3973478.324099, 1007820.560557, 4870501.607753, -30.328988, 56.485008, 12.967921, -2980.527316, -914.839712, -6.280645, 62.219040, 20.183177, 0.032085, 65.410776, 64.103248, 20.794393, 0.032085, -31.248058, 58.195416, 13.35988
1719260458.403782, 1719260458.402701, 50.103745, 14.232644, 1164.698163, 1350.000000, 131.000000, 64.798876, -128.000000, 3973455.851500, 1007848.024051, 4870514.173801, -42.335449, 51.737642, 23.672796, -2948.370895, -895.265980, -6.262950, 60.578508, 36.874361, 0.033335, 70.918785, 57.565636, 35.040415, 0.033335, -40.228866, 49.164733, 22.49670
1719260458.910745, 1719260458.909551, 50.103836, 14.233077, 1164.698163, 1350.000000, 130.000000, 64.612094, -256.000000, 3973440.649474, 1007876.177996, 4870520.705913, -29.993146, 55.546899, 12.887664, -2917.337945, -885.098849, -6.247289, 61.227087, 20.059447, 0.030898, 64.429323, 63.553301, 20.821570, 0.030898, -31.133411, 57.657118, 13.37640
1719260459.470846, 1719260459.469846, 50.103973, 14.233439, 1164.698163, 1350.000000, 130.000000, 64.612094, -256.000000, 3973422.931938, 1007898.358750, 4870530.504058, -31.621846, 39.587694, 17.487502, -2891.473570, -869.836659, -6.233434, 46.162137, 27.239602, 0.024728, 53.599802, 57.597124, 33.987221, 0.024728, -39.458813, 49.393134, 21.81469
1719260459.954157, 1719260459.953190, 50.104127, 14.233902, 1164.698163, 1350.000000, 129.000000, 64.422709, -320.000000, 3973402.079461, 1007927.241920, 4870541.464662, -43.142096, 59.756955, 22.676608, -2858.340752, -852.765801, -6.216223, 68.549135, 35.318232, 0.035608, 77.112654, 58.993039, 30.394691, 0.035608, -37.124785, 51.427318, 19.51918
1719260460.501039, 1719260460.499557, 50.104267, 14.234347, 1164.698163, 1350.000000, 129.000000, 64.422709, -320.000000, 3973382.691326, 1007955.198646, 4870551.428818, -35.485527, 51.168363, 18.237097, -2826.466820, -837.247588, -6.199990, 58.337909, 28.402523, 0.029711, 64.884628, 59.666901, 29.049559, 0.029711, -36.294342, 52.333920, 18.65203
1719260460.998800, 1719260460.997655, 50.104385, 14.234812, 1164.698163, 1350.000000, 129.000000, 64.422709, -320.000000, 3973364.692232, 1007984.949443, 4870559.898327, -36.135620, 59.728758, 17.003688, -2793.196680, -824.060191, -6.183644, 66.794315, 26.475487, 0.032816, 71.850065, 61.693125, 24.453512, 0.032816, -33.374327, 55.167573, 15.70701
1719260461.586495, 1719260461.581164, 50.104499, 14.235238, 1164.698163, 1350.000000, 123.000000, 64.476575, -192.000000, 3973347.765350, 1008012.088319, 4870568.035679, -29.008802, 46.509821, 13.945559, -2762.722189, -811.388980, -6.168773, 52.226303, 21.715555, 0.025487, 56.561047, 58.426744, 24.293681, 0.025487, -32.454682, 52.031109, 15.59889
1719260462.034309, 1719260462.032848, 50.104614, 14.235607, 1164.698163, 1350.000000, 123.000000, 64.476575, -192.000000, 3973331.770773, 1008035.282115, 4870576.228368, -35.410988, 51.349608, 18.138099, -2736.300852, -798.629215, -6.155795, 58.495180, 28.249319, 0.028733, 64.959296, 56.979497, 27.517344, 0.028733, -34.492983, 50.019194, 17.66868
1719260462.615492, 1719260462.612725, 50.104752, 14.236041, 1164.698163, 1350.000000, 120.000000, 64.925581, -192.000000, 3973312.780566, 1008062.473972, 4870586.026356, -32.748687, 46.892463, 16.896668, -2705.266289, -783.368768, -6.140689, 53.519226, 26.316701, 0.026050, 59.639554, 55.397660, 27.240373, 0.026050, -33.898679, 48.538164, 17.48901
1719260463.065413, 1719260463.062922, 50.104872, 14.236351, 1164.698163, 1350.000000, 120.000000, 64.925581, -192.000000, 3973297.367489, 1008081.489382, 4870594.606491, -34.236277, 42.237956, 19.058615, -2683.037717, -770.002468, -6.129690, 49.375187, 29.689876, 0.024432, 57.614215, 52.904800, 31.812274, 0.024432, -36.684762, 45.257084, 20.41969
1719260463.550131, 1719260463.549228, 50.104980, 14.236691, 1164.698163, 1350.000000, 116.000000, 65.190592, -192.000000, 3973282.401483, 1008102.780924, 4870602.356273, -30.774879, 43.782195, 15.936020, -2658.713510, -757.931717, -6.118078, 50.018321, 24.821311, 0.023878, 55.838427, 53.455039, 26.526763, 0.023878, -32.890415, 46.790174, 17.02971
1719260463.970922, 1719260463.969064, 50.105058, 14.237094, 1164.698163, 1350.000000, 116.000000, 65.190592, -192.000000, 3973268.902758, 1008129.058648, 4870607.891820, -32.152353, 62.590408, 13.185015, -2629.918820, -749.315318, -6.105145, 68.585519, 20.523236, 0.030804, 71.590339, 57.170334, 17.107405, 0.030804, -26.797818, 52.173843, 10.99447
1719260464.532611, 1719260464.531609, 50.105209, 14.237486, 1164.698163, 1350.000000, 113.000000, 65.013567, -192.000000, 3973249.478380, 1008153.111791, 4870618.686113, -34.529506, 42.757772, 19.188340, -2601.819026, -732.499306, -6.091689, 49.951252, 29.892776, 0.023920, 58.212590, 49.881859, 29.851248, 0.023920, -34.481516, 42.698377, 19.16170
1719260464.985854, 1719260464.985075, 50.105291, 14.237762, 1164.698163, 1350.000000, 113.000000, 65.013567, -192.000000, 3973237.892651, 1008170.502495, 4870624.498410, -25.549268, 38.350610, 12.817488, -2582.108661, -723.446684, -6.082662, 43.466008, 19.963168, 0.019908, 47.831182, 52.826498, 24.262275, 0.019908, -31.054017, 46.608811, 15.57446
1719260465.501574, 1719260465.499330, 50.105384, 14.238133, 1164.698163, 1325.000000, 113.000000, 65.013567, -192.000000, 3973218.922617, 1008193.084571, 4870625.294765, -36.888394, 43.912230, 1.548562, -2555.546541, -713.101820, -13.690820, 51.651671, 20.116223, -14.794531, 55.430655, 54.168591, 21.096460, -14.794531, -38.237872, 46.166005, 2.17718
1719260465.937620, 1719260465.936602, 50.105484, 14.238498, 1164.698163, 1325.000000, 113.000000, 65.013567, -192.000000, 3973204.215098, 1008216.315544, 4870632.435552, -33.634672, 53.126987, 16.330288, -2529.406508, -701.980733, -13.679187, 59.779725, 25.432851, 0.026605, 64.964956, 53.491890, 22.757737, 0.026605, -30.095123, 47.539352, 14.61476
1719260466.518106, 1719260466.516993, 50.105621, 14.238859, 1164.698163, 1325.000000, 107.000000, 65.336185, -192.000000, 3973186.495427, 1008238.493664, 4870642.233351, -30.530566, 38.212367, 16.881372, -2503.544158, -686.716679, -13.667341, 44.560206, 26.299597, 0.020410, 51.742447, 47.404409, 27.978256, 0.020410, -32.480091, 40.651192, 17.95788
1719260466.949961, 1719260466.944751, 50.105710, 14.239172, 1164.698163, 1325.000000, 107.000000, 65.336185, -192.000000, 3973173.678509, 1008258.311116, 4870648.543784, -29.963013, 46.328655, 14.752343, -2481.178406, -676.888181, -13.657567, 52.285997, 22.976772, 0.022848, 57.111799, 50.393911, 22.145306, 0.022848, -28.878220, 44.652280, 14.21913
1719260467.418708, 1719260467.416041, 50.105804, 14.239510, 1164.698163, 1325.000000, 105.000000, 65.376435, -192.000000, 3973159.901126, 1008279.759173, 4870655.297040, -29.233353, 45.509268, 14.329306, -2456.995579, -666.369974, -13.647116, 51.312003, 22.317914, 0.022175, 55.955437, 49.533693, 21.544446, 0.022175, -28.219741, 43.932183, 13.83328
1719260467.987881, 1719260467.983659, 50.105896, 14.239914, 1164.698163, 1325.000000, 105.000000, 65.376435, -192.000000, 3973145.211507, 1008305.877978, 4870661.828866, -25.879425, 46.014786, 11.507440, -2428.061279, -656.199045, -13.635003, 50.974981, 17.918627, 0.021340, 54.032637, 50.959474, 17.913176, 0.021340, -25.871549, 46.000789, 11.50394
1719260469.338898, 1719260469.337885, 50.106171, 14.240739, 1164.698163, 1325.000000, 103.000000, 65.418426, -192.000000, 3973107.983169, 1008357.276674, 4870681.424270, -27.490494, 37.954301, 14.469819, -2369.070447, -625.673056, -13.609794, 43.560556, 22.541283, 0.018615, 49.047237, 47.059880, 24.352079, 0.018615, -29.699801, 41.003024, 15.63106
1719260469.817365, 1719260469.814560, 50.106262, 14.241100, 1164.698163, 1325.000000, 101.000000, 64.949022, -128.000000, 3973094.049370, 1008380.414803, 4870687.956046, -29.231218, 48.540654, 13.702780, -2343.211158, -615.500303, -13.599271, 54.249279, 21.341056, 0.022077, 58.296011, 48.351643, 19.020992, 0.022077, -26.051895, 43.264003, 12.21494
1719260470.310314, 1719260470.309517, 50.106365, 14.241425, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3973077.405202, 1008400.197467, 4870692.342748, -33.627507, 39.968451, 8.862793, -2319.935485, -604.052916, -17.449684, 47.025649, 23.128044, -7.779290, 52.405325, 46.624639, 22.930820, -7.779290, -33.381978, 39.617133, 8.73631
1719260470.712912, 1719260470.710602, 50.106445, 14.241678, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3973066.326006, 1008416.057575, 4870698.058026, -27.623085, 39.543044, 14.249557, -2301.833354, -595.149613, -17.442301, 45.132943, 22.198064, 0.018407, 50.296487, 46.624276, 22.931558, 0.018407, -28.536216, 40.849573, 14.71994
1719260471.295310, 1719260471.294181, 50.106560, 14.242058, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3973050.180426, 1008439.967732, 4870706.222693, -27.666449, 40.971530, 13.990662, -2274.680541, -582.431053, -17.431405, 46.528022, 21.794039, 0.018672, 51.379344, 47.052439, 22.039680, 0.018672, -27.978408, 41.433287, 14.14818
1719260471.898644, 1719260471.897832, 50.106664, 14.242401, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3973035.505145, 1008461.583514, 4870713.667746, -24.310897, 35.808449, 12.333386, -2250.113784, -570.833248, -17.421659, 40.697000, 19.212786, 0.016145, 45.004188, 46.985686, 22.181633, 0.016145, -28.069078, 41.341340, 14.23728
1719260472.403313, 1719260472.402068, 50.106766, 14.242744, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3973021.054372, 1008483.256174, 4870720.919046, -28.658736, 42.981164, 14.380759, -2225.547259, -559.537403, -17.412056, 48.720270, 22.401892, 0.019046, 53.623777, 47.207216, 21.706180, 0.019046, -27.768344, 41.646437, 13.93460
1719260472.878664, 1719260472.874570, 50.106850, 14.243014, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3973009.322090, 1008500.139719, 4870726.952558, -24.830109, 35.732204, 12.769278, -2206.292262, -550.137994, -17.404561, 40.751123, 19.892835, 0.015861, 45.347314, 46.692176, 22.792985, 0.015861, -28.451496, 40.941189, 14.62912
1719260473.315855, 1719260473.314694, 50.106926, 14.243287, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972998.259056, 1008517.481451, 4870732.349499, -25.136160, 39.401897, 12.262310, -2186.758233, -541.731153, -17.397128, 44.382986, 19.101061, 0.016890, 48.318734, 47.726225, 20.539888, 0.016890, -27.030383, 42.369724, 13.18501
1719260473.851310, 1719260473.850408, 50.107037, 14.243626, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972983.138623, 1008538.695470, 4870740.237319, -28.224853, 39.599565, 14.723955, -2162.471080, -529.442380, -17.387831, 45.336090, 22.939080, 0.017353, 50.809078, 46.361646, 23.457990, 0.017353, -28.863577, 40.495292, 15.05672
1719260474.327694, 1719260474.326842, 50.107109, 14.243901, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972972.297748, 1008556.237634, 4870745.412827, -22.754178, 36.819678, 10.863000, -2142.797581, -521.380660, -17.380540, 41.293191, 16.920941, 0.015303, 44.625619, 48.078432, 19.701367, 0.015303, -26.494677, 42.869440, 12.64606
1719260475.454172, 1719260475.451711, 50.107304, 14.244533, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972945.071249, 1008596.005998, 4870759.292559, -24.204158, 35.353786, 12.338980, -2097.544054, -499.757293, -17.363796, 40.230055, 19.223015, 0.014886, 44.586788, 46.881397, 22.401208, 0.014886, -28.207426, 41.198532, 14.37712
1719260475.957814, 1719260475.955619, 50.107397, 14.244869, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972931.406497, 1008617.336841, 4870765.976398, -27.117533, 42.330794, 13.263996, -2073.502592, -489.345182, -17.355143, 47.709984, 20.662706, 0.017172, 51.992211, 47.678995, 20.649285, 0.017172, -27.099912, 42.303301, 13.25538
1719260476.401466, 1719260476.400636, 50.107467, 14.245092, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972921.709786, 1008631.312232, 4870770.958133, -21.789559, 31.404216, 11.194498, -2057.567855, -481.583768, -17.349402, 35.807079, 17.440738, 0.012901, 39.828711, 46.712030, 22.752268, 0.012901, -28.427953, 40.967665, 14.60073
1719260476.893719, 1719260476.892651, 50.107567, 14.245401, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972908.028867, 1008650.620211, 4870778.070931, -27.805879, 39.242635, 14.456455, -2035.482822, -470.501857, -17.341502, 44.886878, 22.523506, 0.016056, 50.220913, 46.439859, 23.302767, 0.016056, -28.768243, 40.600251, 14.95618
1719260477.499868, 1719260477.499134, 50.107653, 14.245723, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972895.198212, 1008671.153264, 4870784.242724, -21.155828, 33.855929, 10.176363, -2012.420173, -460.887432, -17.333496, 38.026854, 15.852747, 0.013201, 41.198922, 47.957953, 19.992854, 0.013201, -26.683030, 42.697205, 12.83137
1719260478.034836, 1719260478.032304, 50.107750, 14.246033, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972881.748015, 1008690.627776, 4870791.134086, -25.226869, 36.525930, 12.925273, -1990.230634, -450.150598, -17.325780, 41.618169, 20.137748, 0.014472, 46.234197, 46.770904, 22.630997, 0.014472, -28.351314, 41.047912, 14.52417
1719260478.575690, 1719260478.574705, 50.107840, 14.246335, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972869.012920, 1008709.707020, 4870797.527265, -23.479112, 35.175527, 11.786810, -1968.600474, -440.190224, -17.318385, 39.878535, 18.363485, 0.013634, 43.903475, 47.195044, 21.732632, 0.013634, -27.788376, 41.628781, 13.94741
1719260479.066725, 1719260479.062738, 50.107921, 14.246614, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972857.372942, 1008727.297970, 4870803.339235, -23.850798, 36.044588, 11.908968, -1948.682670, -431.135355, -17.311662, 40.812408, 18.553803, 0.013776, 44.831866, 47.300039, 21.503157, 0.013776, -27.643536, 41.773970, 13.80036
1719260479.516451, 1719260479.513897, 50.108002, 14.246846, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972846.605287, 1008741.721996, 4870809.095843, -23.866663, 31.971066, 12.759607, -1932.049099, -422.165531, -17.306012, 36.868554, 19.881746, 0.012524, 41.887636, 45.732648, 24.661800, 0.012524, -29.606659, 39.657209, 15.82501
1719260479.987874, 1719260479.981281, 50.108070, 14.247063, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972837.107545, 1008755.314934, 4870813.994488, -20.321044, 29.082983, 10.480972, -1916.534065, -414.533003, -17.300840, 33.195434, 16.330294, 0.011067, 36.994802, 46.622306, 22.935563, 0.011067, -28.543270, 40.845745, 14.71687
1719260480.423194, 1719260480.421990, 50.108139, 14.247334, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972826.655330, 1008772.666596, 4870818.893126, -23.716838, 39.372185, 11.115366, -1897.141013, -406.901809, -17.294562, 44.004248, 17.315735, 0.014245, 47.288566, 48.349786, 19.025711, 0.014245, -26.059814, 43.260072, 12.21195
1719260480.840833, 1719260480.839992, 50.108208, 14.247551, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972817.157471, 1008786.259407, 4870823.791757, -22.722034, 32.518521, 11.719153, -1881.626073, -399.269180, -17.289492, 37.116892, 18.259786, 0.012128, 41.365244, 46.622130, 22.935921, 0.012128, -28.542834, 40.845674, 14.71791
1719260481.410111, 1719260481.407454, 50.108293, 14.247839, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972805.000743, 1008804.403708, 4870829.908116, -21.422983, 31.974479, 10.778449, -1861.044593, -389.739532, -17.282876, 36.269355, 16.793456, 0.011659, 39.968567, 47.149530, 21.831201, 0.011659, -27.851678, 41.565712, 14.00911
1719260481.917358, 1719260481.916373, 50.108379, 14.248129, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972792.776285, 1008822.747011, 4870836.038303, -24.020450, 36.043676, 12.045512, -1840.253555, -380.188301, -17.276279, 40.853353, 18.767694, 0.012963, 44.958011, 47.214644, 21.690019, 0.012963, -27.761938, 41.655731, 13.91957
1719260482.344943, 1719260482.342937, 50.108437, 14.248328, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972784.543088, 1008835.327095, 4870840.120476, -19.301201, 29.491670, 9.569895, -1826.031889, -373.828083, -17.271824, 33.340055, 14.910348, 0.010445, 36.522291, 47.431232, 21.212207, 0.010445, -27.461599, 41.955628, 13.61122
1719260482.808934, 1719260482.807339, 50.108517, 14.248599, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972773.143805, 1008852.437971, 4870845.835509, -24.546118, 36.844913, 12.306203, -1806.638683, -364.923541, -17.265796, 41.759461, 19.174184, 0.012979, 45.951082, 47.218833, 21.680898, 0.012979, -27.756178, 41.661519, 13.91373
1719260483.279102, 1719260483.278203, 50.108584, 14.248822, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972763.614083, 1008866.491030, 4870850.664913, -20.238807, 29.845273, 10.256476, -1790.669847, -357.398684, -17.260876, 33.913915, 15.980963, 0.010450, 37.490597, 47.001496, 22.148111, 0.010450, -28.051589, 41.362103, 14.21141
1719260483.757707, 1719260483.748259, 50.108654, 14.249051, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972753.829258, 1008880.875767, 4870855.632688, -20.816316, 30.602203, 10.568484, -1774.316677, -349.658140, -17.255885, 34.789866, 16.467294, 0.010616, 38.490344, 46.963134, 22.229339, 0.010616, -28.102429, 41.309585, 14.26363
1719260484.210324, 1719260484.209357, 50.108734, 14.249304, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972742.747940, 1008896.733507, 4870861.347695, -24.032459, 34.391262, 12.394346, -1756.216317, -340.752985, -17.250404, 39.254913, 19.312936, 0.011888, 43.748574, 46.621498, 22.937206, 0.011888, -28.543782, 40.844781, 14.71856
1719260484.845082, 1719260484.842148, 50.108817, 14.249583, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972730.961489, 1008914.358597, 4870867.270260, -18.626120, 27.852917, 9.359425, -1736.229313, -331.524732, -17.244456, 31.585448, 14.583401, 0.009399, 34.789597, 47.173026, 21.780383, 0.009399, -27.821088, 41.597739, 13.97478
1719260485.300449, 1719260485.299429, 50.108887, 14.249824, 1164.698163, 1311.000000, 101.000000, 64.949022, -128.000000, 3972720.936834, 1008929.619459, 4870872.251848, -21.922315, 33.373059, 10.893936, -1718.967933, -323.762737, -17.239391, 37.747873, 16.974239, 0.011076, 41.388727, 47.387797, 21.309062, 0.011076, -27.522520, 41.895311, 13.67382
